City_ID,City,Latitude,Longitude,Temp,Humidity,Clouds,Wind Speed,Country,Date
357,Manggar,-2.8833,108.2667,79.99,84,100,8.21,ID,1668175362
358,Waitati,-45.75,170.5667,54.81,80,100,9.33,NZ,1668175362
359,Imphal,24.8167,93.95,60.22,86,4,2.71,IN,1668175362
360,Korla,41.7597,86.1469,38.71,47,2,3.47,CN,1668175230
361,Hailey,43.5196,-114.3153,7.99,78,40,11.5,US,1668175363
362,Araouane,18.9048,-3.5265,91.29,7,1,8.72,ML,1668175363
363,Toora-Khem,52.4675,96.11,13.93,90,100,0.29,RU,1668175363
364,Honiara,-9.4333,159.95,77.07,91,100,2.24,SB,1668175364
365,Magalia,39.8121,-121.5783,39.11,61,100,6.11,US,1668175364
366,Frontera,26.9333,-101.45,67.32,76,0,1.99,MX,1668175364
367,Meulaboh,4.1363,96.1285,77.54,86,100,3.53,ID,1668175365
368,Bemidji,47.4736,-94.8803,26.91,97,100,11.5,US,1668175365
369,Nuoro,40.3211,9.3297,67.86,58,2,5.37,IT,1668175365
370,Kaeo,-35.1,173.7833,64.33,95,63,3.38,NZ,1668175366
371,Sept-Îles,50.2001,-66.3821,36.05,61,100,2.3,CA,1668175198
372,Port-Gentil,-0.7193,8.7815,85.96,66,40,8.05,GA,1668175366
373,Baykit,61.67,96.37,24.48,91,100,9.37,RU,1668175366
374,Tezu,27.9167,96.1667,64.89,55,0,4.45,IN,1668175367
375,Broome,42.2506,-75.833,61.2,83,100,8.05,US,1668175367
376,Māndal,25.45,74.5667,73.54,29,0,5.66,IN,1668175367
377,Clyde River,70.4692,-68.5914,-8.57,90,79,2.89,CA,1668175368
378,San Jerónimo,-11.9472,-75.2829,56.34,58,97,1.97,PE,1668175368
379,Anadyr,64.75,177.4833,-2.0,84,58,5.61,RU,1668175368
380,Bealanana,-14.55,48.7333,80.6,34,45,7.25,MG,1668175369
381,Satipo,-11.2522,-74.6386,81.07,63,100,2.51,PE,1668175369
382,Nioro,13.35,-15.75,92.46,21,100,5.57,GM,1668175369
383,Mahajanga,-15.7167,46.3167,82.42,78,40,14.97,MG,1668175370
384,San Vicente,-26.6167,-54.1333,71.24,76,100,4.5,AR,1668175370
385,Hasaki,35.7333,140.8333,57.6,71,17,12.28,JP,1668175370
386,Krasnosel'kup,65.7,82.4667,12.16,94,100,12.64,RU,1668175371
387,Nara,34.6851,135.8049,60.69,49,0,3.22,JP,1668175209
388,Bahía Honda,22.9036,-83.1592,76.84,77,0,3.91,CU,1668175371
389,Qasigiannguit,68.8193,-51.1922,21.45,92,100,3.42,GL,1668175371
390,Kokkola,63.8385,23.1307,48.36,84,0,10.36,FI,1668175371
391,Tautira,-17.7333,-149.15,76.17,81,100,5.06,PF,1668175372
392,Tual,-5.6667,132.75,84.4,72,99,4.74,ID,1668175372
393,Grand Gaube,-20.0064,57.6608,77.38,68,12,5.01,MU,1668175373
394,Greytown,-29.0642,30.5928,72.0,54,100,6.6,ZA,1668175373
395,Shimoda,34.6667,138.95,60.1,79,16,9.13,JP,1668175373
396,San Ramon,37.7799,-121.978,47.82,80,0,4.61,US,1668175374
397,Umba,66.6871,34.3429,38.39,97,100,17.56,RU,1668175374
398,Miramar,25.9873,-80.2323,83.01,79,0,1.01,US,1668175201
399,Antsohihy,-14.8796,47.9875,84.63,60,3,12.41,MG,1668175374
400,Englehart,47.8169,-79.8664,36.41,94,100,5.79,CA,1668175374
401,Vila Franca do Campo,37.7167,-25.4333,65.19,69,100,5.03,PT,1668175405
402,Mogadishu,2.0371,45.3438,80.38,76,67,13.71,SO,1668175405
403,Borodino,55.9106,94.8983,30.72,69,100,13.35,RU,1668175405
404,Havelock,34.8791,-76.9013,77.0,91,100,18.41,US,1668175213
405,Smithers,54.7804,-127.1743,21.52,93,100,3.44,CA,1668175406
406,Aguçadoura,41.4318,-8.7804,68.56,54,0,5.7,PT,1668175406
407,Abilene,32.4487,-99.7331,46.78,83,100,17.27,US,1668174768
408,Udachny,66.4167,112.4,-8.55,76,100,7.96,RU,1668175407
409,Cockburn Town,21.4612,-71.1419,82.45,78,3,16.22,TC,1668175407
410,Constantine,36.365,6.6147,78.21,22,0,12.66,DZ,1668175227
411,Bilibino,68.0546,166.4372,-23.04,100,84,4.25,RU,1668175407
412,Shitkino,56.3703,98.3543,28.08,94,100,7.02,RU,1668175407
413,Kingaroy,-26.5333,151.8333,56.84,68,100,3.0,AU,1668175408
414,Seoul,37.5683,126.9778,51.24,60,10,1.81,KR,1668175310
415,Hofn,64.2539,-15.2082,42.82,75,20,8.05,IS,1668175408
416,Henties Bay,-22.116,14.2845,63.97,71,7,11.39,NA,1668175409
417,Soloneshnoye,51.6544,84.3197,27.61,95,98,3.09,RU,1668175409
418,Matagami,49.7502,-77.6328,28.51,100,100,9.22,CA,1668175358
419,Vestmannaeyjar,63.4427,-20.2734,45.59,93,100,13.8,IS,1668175409
420,Moose Factory,51.2585,-80.6094,31.98,69,100,12.66,CA,1668175410
421,Dolinsk,47.35,142.8,31.68,66,95,8.16,RU,1668175410
422,Vanavara,60.34,102.2797,22.23,92,100,10.49,RU,1668175410
423,Uusikaupunki,60.8004,21.4084,50.83,89,85,13.15,FI,1668175411
424,Ahipara,-35.1667,173.1667,62.51,83,95,6.33,NZ,1668175411
425,Tsumeb,-19.2333,17.7167,70.45,75,83,14.97,NA,1668175411
426,Devonport,-41.1667,146.35,58.08,83,91,8.79,AU,1668175412
427,Porto Seguro,-16.4497,-39.0647,81.12,78,75,13.8,BR,1668175412
428,Lompoc,34.6391,-120.4579,50.59,95,0,9.22,US,1668175412
429,Pushkino,56.0172,37.8667,48.09,90,99,7.92,RU,1668175413
430,Mehamn,71.0357,27.8492,35.51,93,75,5.75,NO,1668175413
431,Chanika,-5.4167,38.0167,81.82,51,99,13.94,TZ,1668175413
432,Esperance,-33.8667,121.9,55.63,71,87,20.67,AU,1668175414
433,Opuwo,-18.0607,13.84,89.28,8,6,16.08,NA,1668175414
434,Moranbah,-22.0016,148.0466,69.46,63,0,9.42,AU,1668175414
435,Impfondo,1.6381,18.0667,81.72,68,98,2.01,CG,1668175414
436,Rāvar,31.2656,56.8055,65.93,32,61,2.21,IR,1668175415
437,Tessalit,20.1986,1.0114,87.84,8,3,10.58,ML,1668175415
438,Galveston,29.3669,-94.9669,73.96,93,0,5.75,US,1668175415
439,Gijang,35.2442,129.2139,61.88,73,2,6.38,KR,1668175416
440,Aubenas,44.6201,4.3899,66.16,71,21,2.44,FR,1668175416
441,Ostrovnoy,68.0531,39.5131,35.13,95,100,20.4,RU,1668175416
442,Broken Hill,-31.95,141.4333,74.41,46,100,12.39,AU,1668175416
443,Somerset East,-32.7217,25.588,72.59,58,70,6.6,ZA,1668175417
444,Biak,-0.9131,122.8766,78.6,83,100,0.38,ID,1668175417
445,Stykkisholmur,65.0757,-22.7297,38.86,93,100,16.67,IS,1668175209
446,Øksfjord,70.2396,22.3479,37.58,91,100,6.04,NO,1668175417
447,Shahrud,36.4182,54.9763,52.16,32,6,3.58,IR,1668175418
448,Rørvik,64.8621,11.2373,50.11,87,100,21.85,NO,1668175418
449,Puerto Escondido,15.85,-97.0667,77.83,73,40,6.91,MX,1668175418
450,Pirovskoye,57.6267,92.2658,28.29,96,100,7.9,RU,1668175419
451,Cobija,-11.0267,-68.7692,79.97,73,100,3.89,BO,1668175449
452,Oranjestad,12.524,-70.027,84.15,84,20,14.97,AW,1668175449
453,Sambava,-14.2667,50.1667,77.4,68,4,11.5,MG,1668175449
454,Villa Bruzual,9.3328,-69.1208,81.48,72,99,3.44,VE,1668175450
455,Garden City,42.3256,-83.331,55.0,85,100,3.38,US,1668175203
456,Jacqueville,5.2052,-4.4146,81.16,75,86,8.66,CI,1668175450
457,Fyteíes,38.7,21.1833,66.81,53,42,2.93,GR,1668175450
458,Baksheyevo,55.7086,39.8767,43.97,95,100,7.45,RU,1668175451
459,Linxia Chengguanzhen,35.6003,103.2064,32.81,96,100,1.63,CN,1668175451
460,Yar-Sale,66.8333,70.8333,9.82,90,99,11.74,RU,1668175452
461,Hambantota,6.1241,81.1185,79.14,100,40,0.0,LK,1668175452
462,Santa Ana Arriba,19.3,-70.35,83.25,73,6,5.32,DO,1668175452
463,San Juan Bautista,-14.0108,-75.7358,75.6,46,74,5.7,PE,1668175453
464,Okha,53.5739,142.9478,24.58,79,81,13.02,RU,1668175453
465,Banda Aceh,5.5577,95.3222,77.31,84,100,8.95,ID,1668175454
466,Sokolo,14.7328,-6.1219,93.51,9,0,2.93,ML,1668175454
467,Santa Rosa del Sur,7.9644,-74.0544,75.09,78,100,1.81,CO,1668175454
468,Santa Cruz de Tenerife,28.4682,-16.2546,76.87,80,40,10.36,ES,1668175455
469,Lubao,14.9167,120.55,83.91,84,24,3.89,PH,1668175455
470,Coyhaique,-45.5752,-72.0662,56.01,82,100,2.3,CL,1668175455
471,Roswell,34.0232,-84.3616,66.27,96,100,3.44,US,1668174879
472,Margate,51.3813,1.3862,59.88,79,14,4.0,GB,1668175456
473,Yerbogachën,61.2767,108.0108,9.81,94,100,6.33,RU,1668175456
474,Lethem,3.3803,-59.7968,77.36,83,100,7.43,GY,1668175456
475,Itarema,-2.9248,-39.9167,85.01,60,100,15.03,BR,1668175456
476,Leningradskiy,69.3833,178.4167,7.0,95,100,11.21,RU,1668175457
477,Pangnirtung,66.1451,-65.7125,-6.56,86,72,4.79,CA,1668175457
478,Jennings,38.7192,-90.2604,44.15,82,100,17.27,US,1668175457
479,Lábrea,-7.2586,-64.7981,88.68,58,100,2.91,BR,1668175458
480,Caledon East,43.8691,-79.8669,53.71,81,100,6.71,CA,1668175458
481,Bushehr,28.9684,50.8385,85.01,46,100,5.17,IR,1668175459
482,Heraclea,37.5133,34.0467,54.79,52,2,1.92,TR,1668175459
483,Raudeberg,61.9875,5.1352,53.87,1,100,34.76,NO,1668175459
484,Winnemucca,40.973,-117.7357,19.45,79,0,9.22,US,1668175459
485,Moroni,-11.7022,43.2551,77.34,82,93,2.35,KM,1668175441
486,San Cristobal,7.7669,-72.225,64.58,60,80,2.89,VE,1668175460
487,Maragogi,-9.0122,-35.2225,83.37,67,56,10.0,BR,1668175460
488,Alyangula,-13.8483,136.4192,83.07,76,4,12.86,AU,1668175460
489,Porto-Novo,6.4965,2.6036,86.23,62,100,8.57,BJ,1668175461
490,Souillac,-20.5167,57.5167,75.16,74,41,9.84,MU,1668175461
491,Sibolga,1.7427,98.7792,76.6,93,100,1.59,ID,1668175461
492,Panguna,-6.3164,155.4848,68.67,96,97,1.28,PG,1668175462
493,Tahoua,14.8888,5.2692,94.14,12,100,7.2,NE,1668175462
494,Chui,-33.6971,-53.4616,73.45,57,86,10.18,UY,1668175462
495,Cabinda,-5.55,12.2,79.77,75,97,9.04,AO,1668175463
496,Llaillay,-32.85,-70.9667,65.25,60,100,4.45,CL,1668175429
497,Kargopol',61.5071,38.9456,45.01,88,100,11.16,RU,1668175463
498,Evensk,61.95,159.2333,16.66,95,100,18.77,RU,1668175463
499,Bud,39.447,-86.1758,55.81,79,100,5.57,US,1668175464
500,Matelândia,-25.2408,-53.9964,76.23,64,100,10.83,BR,1668175464
501,Praia da Vitória,38.7333,-27.0667,65.75,67,15,12.46,PT,1668175494
502,Vila,42.0304,-8.1588,59.88,62,0,3.83,PT,1668175495
503,Pavlodar,52.3,76.95,33.6,80,100,13.42,KZ,1668175495
504,Zhangye,38.9342,100.4517,36.14,54,88,5.39,CN,1668175495
505,Riyadh,24.6877,46.7219,84.47,18,100,11.61,SA,1668175292
506,Makokou,0.5738,12.8642,82.51,67,49,1.68,GA,1668175496
507,Agirish,61.9247,63.0231,32.45,99,100,5.66,RU,1668175496
508,Lodja,-3.4833,23.4333,72.12,97,98,3.53,CD,1668175496
509,Biga,40.2281,27.2422,63.05,69,99,8.59,TR,1668175496
510,Yanji,42.9075,129.5078,45.91,85,91,2.73,CN,1668175497
511,Río Gallegos,-51.6226,-69.2181,50.99,38,78,16.58,AR,1668175310
512,Kieta,-6.2167,155.6333,78.75,85,99,2.51,PG,1668175497
513,Banjar,-8.19,114.9675,78.75,89,100,2.3,ID,1668175497
514,Umeå,63.8284,20.2597,44.91,93,0,5.75,SE,1668175498
515,Rāmshīr,30.8946,49.4092,83.35,34,100,12.62,IR,1668175498
516,Yenagoa,4.9247,6.2642,86.65,62,100,2.59,NG,1668175498
517,Vidalia,32.2177,-82.4135,69.91,94,100,16.11,US,1668175499
518,Sibagat,8.8225,125.6975,73.94,97,100,1.81,PH,1668175499
519,Sabang,5.8933,95.3214,79.3,81,100,9.98,ID,1668175499
